county,facility_name,reporting_month,mental_health_prevalence,mental_health_burden_daly,patients_screened,patients_treated,treatment_gap,reporting_year,reporting_quarter,treatment_rate,unmet_need
Garissa,Garissa Health Centre A,2022-08-01,0.1651,1762.7,40,17,0.575,2022,Q3,0.425,23
Garissa,Garissa Health Centre A,2022-09-01,0.1651,1762.7,34,22,0.3529,2022,Q3,0.6471,12
Garissa,Garissa Health Centre A,2022-10-01,0.1651,1762.7,31,11,0.6452,2022,Q4,0.3548,20
Garissa,Garissa Health Centre A,2022-11-01,0.1651,1762.7,34,20,0.4118,2022,Q4,0.5882,14
Garissa,Garissa Health Centre A,2022-12-01,0.1651,1762.7,52,23,0.5577,2022,Q4,0.4423,29
Garissa,Garissa Health Centre A,2023-01-01,0.1651,1762.7,51,22,0.5686,2023,Q1,0.4314,29
Garissa,Garissa Health Centre A,2023-02-01,0.1651,1762.7,59,24,0.5932,2023,Q1,0.4068,35
Garissa,Garissa Health Centre A,2023-03-01,0.1651,1762.7,41,20,0.5122,2023,Q1,0.4878,21
Garissa,Garissa Health Centre A,2023-04-01,0.1651,1762.7,43,31,0.2791,2023,Q2,0.7209,12
Garissa,Garissa Health Centre A,2023-05-01,0.1651,1762.7,58,26,0.5517,2023,Q2,0.4483,32
Garissa,Garissa Health Centre A,2023-06-01,0.1651,1762.7,43,19,0.5581,2023,Q2,0.4419,24
Garissa,Garissa Health Centre A,2023-07-01,0.1651,1762.7,56,20,0.6429,2023,Q3,0.3571,36
Garissa,Garissa Health Centre A,2023-08-01,0.1651,1762.7,36,24,0.3333,2023,Q3,0.6667,12
Garissa,Garissa Health Centre A,2023-09-01,0.1651,1762.7,43,28,0.3488,2023,Q3,0.6512,15
Garissa,Garissa Health Centre A,2023-10-01,0.1651,1762.7,43,15,0.6512,2023,Q4,0.3488,28
Garissa,Garissa Health Centre A,2023-11-01,0.1651,1762.7,45,19,0.5778,2023,Q4,0.4222,26
Garissa,Garissa Health Centre A,2023-12-01,0.1651,1762.7,40,11,0.725,2023,Q4,0.275,29
Garissa,Garissa Health Centre B,2022-01-01,0.1651,1762.7,48,17,0.6458,2022,Q1,0.3542,31
Garissa,Garissa Health Centre B,2022-02-01,0.1651,1762.7,32,21,0.3438,2022,Q1,0.6562,11
Garissa,Garissa Health Centre B,2022-03-01,0.1651,1762.7,46,31,0.3261,2022,Q1,0.6739,15
Garissa,Garissa Health Centre B,2022-04-01,0.1651,1762.7,38,12,0.6842,2022,Q2,0.3158,26
Garissa,Garissa Health Centre B,2022-05-01,0.1651,1762.7,34,22,0.3529,2022,Q2,0.6471,12
Garissa,Garissa Health Centre B,2022-06-01,0.1651,1762.7,36,20,0.4444,2022,Q2,0.5556,16
Garissa,Garissa Health Centre B,2022-07-01,0.1651,1762.7,39,23,0.4103,2022,Q3,0.5897,16
Garissa,Garissa Health Centre B,2022-08-01,0.1651,1762.7,22,12,0.4545,2022,Q3,0.5455,10
Garissa,Garissa Health Centre B,2022-09-01,0.1651,1762.7,32,18,0.4375,2022,Q3,0.5625,14
Garissa,Garissa Health Centre B,2022-10-01,0.1651,1762.7,35,20,0.4286,2022,Q4,0.5714,15
Garissa,Garissa Health Centre B,2022-11-01,0.1651,1762.7,37,23,0.3784,2022,Q4,0.6216,14
Garissa,Garissa Health Centre B,2022-12-01,0.1651,1762.7,31,12,0.6129,2022,Q4,0.3871,19
Garissa,Garissa Health Centre B,2023-01-01,0.1651,1762.7,38,12,0.6842,2023,Q1,0.3158,26
Garissa,Garissa Health Centre B,2023-02-01,0.1651,1762.7,47,17,0.6383,2023,Q1,0.3617,30
Garissa,Garissa Health Centre B,2023-03-01,0.1651,1762.7,41,19,0.5366,2023,Q1,0.4634,22
Garissa,Garissa Health Centre B,2023-04-01,0.1651,1762.7,38,21,0.4474,2023,Q2,0.5526,17
Garissa,Garissa Health Centre B,2023-05-01,0.1651,1762.7,33,15,0.5455,2023,Q2,0.4545,18
Garissa,Garissa Health Centre B,2023-06-01,0.1651,1762.7,31,11,0.6452,2023,Q2,0.3548,20
Garissa,Garissa Health Centre B,2023-07-01,0.1651,1762.7,30,13,0.5667,2023,Q3,0.4333,17
Garissa,Garissa Health Centre B,2023-08-01,0.1651,1762.7,33,15,0.5455,2023,Q3,0.4545,18
Garissa,Garissa Health Centre B,2023-09-01,0.1651,1762.7,32,11,0.6562,2023,Q3,0.3438,21
Garissa,Garissa Health Centre B,2023-10-01,0.1651,1762.7,32,15,0.5312,2023,Q4,0.4688,17
Garissa,Garissa Health Centre B,2023-11-01,0.1651,1762.7,28,19,0.3214,2023,Q4,0.6786,9
Garissa,Garissa Health Centre B,2023-12-01,0.1651,1762.7,37,17,0.5405,2023,Q4,0.4595,20
Garissa,Garissa Community Dispensary,2022-01-01,0.1651,1762.7,32,18,0.4375,2022,Q1,0.5625,14
Garissa,Garissa Community Dispensary,2022-02-01,0.1651,1762.7,38,23,0.3947,2022,Q1,0.6053,15
Garissa,Garissa Community Dispensary,2022-03-01,0.1651,1762.7,49,23,0.5306,2022,Q1,0.4694,26
Garissa,Garissa Community Dispensary,2022-04-01,0.1651,1762.7,39,29,0.2564,2022,Q2,0.7436,10
Garissa,Garissa Community Dispensary,2022-05-01,0.1651,1762.7,35,23,0.3429,2022,Q2,0.6571,12
Garissa,Garissa Community Dispensary,2022-06-01,0.1651,1762.7,46,23,0.5,2022,Q2,0.5,23
Garissa,Garissa Community Dispensary,2022-07-01,0.1651,1762.7,27,18,0.3333,2022,Q3,0.6667,9
Garissa,Garissa Community Dispensary,2022-08-01,0.1651,1762.7,35,14,0.6,2022,Q3,0.4,21
Garissa,Garissa Community Dispensary,2022-09-01,0.1651,1762.7,31,16,0.4839,2022,Q3,0.5161,15
Garissa,Garissa Community Dispensary,2022-10-01,0.1651,1762.7,54,29,0.463,2022,Q4,0.537,25
Garissa,Garissa Community Dispensary,2022-11-01,0.1651,1762.7,42,26,0.381,2022,Q4,0.619,16
Garissa,Garissa Community Dispensary,2022-12-01,0.1651,1762.7,46,34,0.2609,2022,Q4,0.7391,12
Garissa,Garissa Community Dispensary,2023-01-01,0.1651,1762.7,38,16,0.5789,2023,Q1,0.4211,22
Garissa,Garissa Community Dispensary,2023-02-01,0.1651,1762.7,42,25,0.4048,2023,Q1,0.5952,17
Garissa,Garissa Community Dispensary,2023-03-01,0.1651,1762.7,44,13,0.7045,2023,Q1,0.2955,31
Garissa,Garissa Community Dispensary,2023-04-01,0.1651,1762.7,50,20,0.6,2023,Q2,0.4,30
Garissa,Garissa Community Dispensary,2023-05-01,0.1651,1762.7,28,14,0.5,2023,Q2,0.5,14
Garissa,Garissa Community Dispensary,2023-06-01,0.1651,1762.7,43,12,0.7209,2023,Q2,0.2791,31
Garissa,Garissa Community Dispensary,2023-07-01,0.1651,1762.7,31,16,0.4839,2023,Q3,0.5161,15
Garissa,Garissa Community Dispensary,2023-08-01,0.1651,1762.7,40,30,0.25,2023,Q3,0.75,10
Garissa,Garissa Community Dispensary,2023-09-01,0.1651,1762.7,35,26,0.2571,2023,Q3,0.7429,9
Garissa,Garissa Community Dispensary,2023-10-01,0.1651,1762.7,37,18,0.5135,2023,Q4,0.4865,19
Garissa,Garissa Community Dispensary,2023-11-01,0.1651,1762.7,41,14,0.6585,2023,Q4,0.3415,27
Garissa,Garissa Community Dispensary,2023-12-01,0.1651,1762.7,41,18,0.561,2023,Q4,0.439,23
Wajir,Wajir County Referral Hospital,2022-01-01,0.2128,4386.6,112,42,0.625,2022,Q1,0.375,70
Wajir,Wajir County Referral Hospital,2022-02-01,0.2128,4386.6,118,82,0.3051,2022,Q1,0.6949,36
Wajir,Wajir County Referral Hospital,2022-03-01,0.2128,4386.6,101,68,0.3267,2022,Q1,0.6733,33
Wajir,Wajir County Referral Hospital,2022-04-01,0.2128,4386.6,102,73,0.2843,2022,Q2,0.7157,29
Wajir,Wajir County Referral Hospital,2022-05-01,0.2128,4386.6,108,71,0.3426,2022,Q2,0.6574,37
Wajir,Wajir County Referral Hospital,2022-06-01,0.2128,4386.6,98,32,0.6735,2022,Q2,0.3265,66
Wajir,Wajir County Referral Hospital,2022-07-01,0.2128,4386.6,115,78,0.3217,2022,Q3,0.6783,37
Wajir,Wajir County Referral Hospital,2022-08-01,0.2128,4386.6,86,32,0.6279,2022,Q3,0.3721,54
Wajir,Wajir County Referral Hospital,2022-09-01,0.2128,4386.6,97,31,0.6804,2022,Q3,0.3196,66
Wajir,Wajir County Referral Hospital,2022-10-01,0.2128,4386.6,120,73,0.3917,2022,Q4,0.6083,47
Wajir,Wajir County Referral Hospital,2022-11-01,0.2128,4386.6,101,57,0.4356,2022,Q4,0.5644,44
Wajir,Wajir County Referral Hospital,2022-12-01,0.2128,4386.6,118,70,0.4068,2022,Q4,0.5932,48
Wajir,Wajir County Referral Hospital,2023-01-01,0.2128,4386.6,115,45,0.6087,2023,Q1,0.3913,70
Wajir,Wajir County Referral Hospital,2023-02-01,0.2128,4386.6,111,77,0.3063,2023,Q1,0.6937,34
Wajir,Wajir County Referral Hospital,2023-03-01,0.2128,4386.6,111,57,0.4865,2023,Q1,0.5135,54
Wajir,Wajir County Referral Hospital,2023-04-01,0.2128,4386.6,118,68,0.4237,2023,Q2,0.5763,50
Wajir,Wajir County Referral Hospital,2023-05-01,0.2128,4386.6,142,85,0.4014,2023,Q2,0.5986,57
Wajir,Wajir County Referral Hospital,2023-06-01,0.2128,4386.6,106,72,0.3208,2023,Q2,0.6792,34
Wajir,Wajir County Referral Hospital,2023-07-01,0.2128,4386.6,110,51,0.5364,2023,Q3,0.4636,59
Wajir,Wajir County Referral Hospital,2023-08-01,0.2128,4386.6,105,36,0.6571,2023,Q3,0.3429,69
Wajir,Wajir County Referral Hospital,2023-09-01,0.2128,4386.6,109,44,0.5963,2023,Q3,0.4037,65
Wajir,Wajir County Referral Hospital,2023-10-01,0.2128,4386.6,113,75,0.3363,2023,Q4,0.6637,38
Wajir,Wajir County Referral Hospital,2023-11-01,0.2128,4386.6,85,30,0.6471,2023,Q4,0.3529,55
Wajir,Wajir County Referral Hospital,2023-12-01,0.2128,4386.6,103,49,0.5243,2023,Q4,0.4757,54
Wajir,Wajir Sub-County Hospital,2022-01-01,0.2128,4386.6,98,65,0.3367,2022,Q1,0.6633,33
Wajir,Wajir Sub-County Hospital,2022-02-01,0.2128,4386.6,119,59,0.5042,2022,Q1,0.4958,60
Wajir,Wajir Sub-County Hospital,2022-03-01,0.2128,4386.6,97,59,0.3918,2022,Q1,0.6082,38
Wajir,Wajir Sub-County Hospital,2022-04-01,0.2128,4386.6,110,75,0.3182,2022,Q2,0.6818,35
Wajir,Wajir Sub-County Hospital,2022-05-01,0.2128,4386.6,102,50,0.5098,2022,Q2,0.4902,52
Wajir,Wajir Sub-County Hospital,2022-06-01,0.2128,4386.6,99,74,0.2525,2022,Q2,0.7475,25
Wajir,Wajir Sub-County Hospital,2022-07-01,0.2128,4386.6,104,53,0.4904,2022,Q3,0.5096,51
Wajir,Wajir Sub-County Hospital,2022-08-01,0.2128,4386.6,93,61,0.3441,2022,Q3,0.6559,32
Wajir,Wajir Sub-County Hospital,2022-09-01,0.2128,4386.6,80,34,0.575,2022,Q3,0.425,46
Wajir,Wajir Sub-County Hospital,2022-10-01,0.2128,4386.6,79,51,0.3544,2022,Q4,0.6456,28
Wajir,Wajir Sub-County Hospital,2022-11-01,0.2128,4386.6,87,55,0.3678,2022,Q4,0.6322,32
Wajir,Wajir Sub-County Hospital,2022-12-01,0.2128,4386.6,79,58,0.2658,2022,Q4,0.7342,21
Wajir,Wajir Sub-County Hospital,2023-01-01,0.2128,4386.6,105,48,0.5429,2023,Q1,0.4571,57
Wajir,Wajir Sub-County Hospital,2023-02-01,0.2128,4386.6,98,44,0.551,2023,Q1,0.449,54
Wajir,Wajir Sub-County Hospital,2023-03-01,0.2128,4386.6,119,76,0.3613,2023,Q1,0.6387,43
Wajir,Wajir Sub-County Hospital,2023-04-01,0.2128,4386.6,115,49,0.5739,2023,Q2,0.4261,66
Wajir,Wajir Sub-County Hospital,2023-05-01,0.2128,4386.6,111,75,0.3243,2023,Q2,0.6757,36
Wajir,Wajir Sub-County Hospital,2023-06-01,0.2128,4386.6,91,38,0.5824,2023,Q2,0.4176,53
Wajir,Wajir Sub-County Hospital,2023-07-01,0.2128,4386.6,112,86,0.2321,2023,Q3,0.7679,26
Wajir,Wajir Sub-County Hospital,2023-08-01,0.2128,4386.6,84,43,0.4881,2023,Q3,0.5119,41
Wajir,Wajir Sub-County Hospital,2023-09-01,0.2128,4386.6,90,49,0.4556,2023,Q3,0.5444,41
Wajir,Wajir Sub-County Hospital,2023-10-01,0.2128,4386.6,99,65,0.3434,2023,Q4,0.6566,34
Wajir,Wajir Sub-County Hospital,2023-11-01,0.2128,4386.6,91,37,0.5934,2023,Q4,0.4066,54
Wajir,Wajir Sub-County Hospital,2023-12-01,0.2128,4386.6,90,64,0.2889,2023,Q4,0.7111,26
Wajir,Wajir Health Centre A,2022-01-01,0.2128,4386.6,59,20,0.661,2022,Q1,0.339,39
Wajir,Wajir Health Centre A,2022-02-01,0.2128,4386.6,55,20,0.6364,2022,Q1,0.3636,35
Wajir,Wajir Health Centre A,2022-03-01,0.2128,4386.6,68,25,0.6324,2022,Q1,0.3676,43
Wajir,Wajir Health Centre A,2022-04-01,0.2128,4386.6,51,22,0.5686,2022,Q2,0.4314,29
Wajir,Wajir Health Centre A,2022-05-01,0.2128,4386.6,64,26,0.5938,2022,Q2,0.4062,38
Wajir,Wajir Health Centre A,2022-06-01,0.2128,4386.6,46,29,0.3696,2022,Q2,0.6304,17
Wajir,Wajir Health Centre A,2022-07-01,0.2128,4386.6,57,27,0.5263,2022,Q3,0.4737,30
Wajir,Wajir Health Centre A,2022-08-01,0.2128,4386.6,47,16,0.6596,2022,Q3,0.3404,31
Wajir,Wajir Health Centre A,2022-09-01,0.2128,4386.6,42,18,0.5714,2022,Q3,0.4286,24
Wajir,Wajir Health Centre A,2022-10-01,0.2128,4386.6,67,34,0.4925,2022,Q4,0.5075,33
Wajir,Wajir Health Centre A,2022-11-01,0.2128,4386.6,59,36,0.3898,2022,Q4,0.6102,23
Wajir,Wajir Health Centre A,2022-12-01,0.2128,4386.6,51,26,0.4902,2022,Q4,0.5098,25
Wajir,Wajir Health Centre A,2023-01-01,0.2128,4386.6,67,35,0.4776,2023,Q1,0.5224,32
Wajir,Wajir Health Centre A,2023-02-01,0.2128,4386.6,62,31,0.5,2023,Q1,0.5,31
Wajir,Wajir Health Centre A,2023-03-01,0.2128,4386.6,62,40,0.3548,2023,Q1,0.6452,22
Wajir,Wajir Health Centre A,2023-04-01,0.2128,4386.6,75,55,0.2667,2023,Q2,0.7333,20
Wajir,Wajir Health Centre A,2023-05-01,0.2128,4386.6,57,31,0.4561,2023,Q2,0.5439,26
Wajir,Wajir Health Centre A,2023-06-01,0.2128,4386.6,66,35,0.4697,2023,Q2,0.5303,31
Wajir,Wajir Health Centre A,2023-07-01,0.2128,4386.6,53,19,0.6415,2023,Q3,0.3585,34
Wajir,Wajir Health Centre A,2023-08-01,0.2128,4386.6,54,32,0.4074,2023,Q3,0.5926,22
Wajir,Wajir Health Centre A,2023-09-01,0.2128,4386.6,67,33,0.5075,2023,Q3,0.4925,34
Wajir,Wajir Health Centre A,2023-10-01,0.2128,4386.6,54,29,0.463,2023,Q4,0.537,25
Wajir,Wajir Health Centre A,2023-11-01,0.2128,4386.6,54,35,0.3519,2023,Q4,0.6481,19
Wajir,Wajir Health Centre A,2023-12-01,0.2128,4386.6,64,31,0.5156,2023,Q4,0.4844,33
Wajir,Wajir Health Centre B,2022-01-01,0.2128,4386.6,97,50,0.4845,2022,Q1,0.5155,47
Wajir,Wajir Health Centre B,2022-02-01,0.2128,4386.6,104,50,0.5192,2022,Q1,0.4808,54
Wajir,Wajir Health Centre B,2022-03-01,0.2128,4386.6,111,76,0.3153,2022,Q1,0.6847,35
Wajir,Wajir Health Centre B,2022-04-01,0.2128,4386.6,115,86,0.2522,2022,Q2,0.7478,29
Wajir,Wajir Health Centre B,2022-05-01,0.2128,4386.6,109,36,0.6697,2022,Q2,0.3303,73
Wajir,Wajir Health Centre B,2022-06-01,0.2128,4386.6,83,52,0.3735,2022,Q2,0.6265,31
Wajir,Wajir Health Centre B,2022-07-01,0.2128,4386.6,96,52,0.4583,2022,Q3,0.5417,44
Wajir,Wajir Health Centre B,2022-08-01,0.2128,4386.6,94,41,0.5638,2022,Q3,0.4362,53
Wajir,Wajir Health Centre B,2022-09-01,0.2128,4386.6,111,66,0.4054,2022,Q3,0.5946,45
Wajir,Wajir Health Centre B,2022-10-01,0.2128,4386.6,101,34,0.6634,2022,Q4,0.3366,67
Wajir,Wajir Health Centre B,2022-11-01,0.2128,4386.6,101,70,0.3069,2022,Q4,0.6931,31
Wajir,Wajir Health Centre B,2022-12-01,0.2128,4386.6,102,53,0.4804,2022,Q4,0.5196,49
Wajir,Wajir Health Centre B,2023-01-01,0.2128,4386.6,101,70,0.3069,2023,Q1,0.6931,31
Wajir,Wajir Health Centre B,2023-02-01,0.2128,4386.6,120,34,0.7167,2023,Q1,0.2833,86
Wajir,Wajir Health Centre B,2023-03-01,0.2128,4386.6,113,66,0.4159,2023,Q1,0.5841,47
Wajir,Wajir Health Centre B,2023-04-01,0.2128,4386.6,118,83,0.2966,2023,Q2,0.7034,35
Wajir,Wajir Health Centre B,2023-05-01,0.2128,4386.6,103,58,0.4369,2023,Q2,0.5631,45
Wajir,Wajir Health Centre B,2023-06-01,0.2128,4386.6,79,28,0.6456,2023,Q2,0.3544,51
Wajir,Wajir Health Centre B,2023-07-01,0.2128,4386.6,88,54,0.3864,2023,Q3,0.6136,34
Wajir,Wajir Health Centre B,2023-08-01,0.2128,4386.6,102,30,0.7059,2023,Q3,0.2941,72
Wajir,Wajir Health Centre B,2023-09-01,0.2128,4386.6,73,37,0.4932,2023,Q3,0.5068,36
Wajir,Wajir Health Centre B,2023-10-01,0.2128,4386.6,115,73,0.3652,2023,Q4,0.6348,42
Wajir,Wajir Health Centre B,2023-11-01,0.2128,4386.6,111,45,0.5946,2023,Q4,0.4054,66
Wajir,Wajir Health Centre B,2023-12-01,0.2128,4386.6,104,72,0.3077,2023,Q4,0.6923,32
Wajir,Wajir Community Dispensary,2022-01-01,0.2128,4386.6,72,38,0.4722,2022,Q1,0.5278,34
Wajir,Wajir Community Dispensary,2022-02-01,0.2128,4386.6,71,48,0.3239,2022,Q1,0.6761,23
Wajir,Wajir Community Dispensary,2022-03-01,0.2128,4386.6,74,41,0.4459,2022,Q1,0.5541,33
Wajir,Wajir Community Dispensary,2022-04-01,0.2128,4386.6,69,50,0.2754,2022,Q2,0.7246,19
Wajir,Wajir Community Dispensary,2022-05-01,0.2128,4386.6,80,31,0.6125,2022,Q2,0.3875,49
Wajir,Wajir Community Dispensary,2022-06-01,0.2128,4386.6,84,58,0.3095,2022,Q2,0.6905,26
Wajir,Wajir Community Dispensary,2022-07-01,0.2128,4386.6,55,30,0.4545,2022,Q3,0.5455,25
Wajir,Wajir Community Dispensary,2022-08-01,0.2128,4386.6,63,35,0.4444,2022,Q3,0.5556,28
Wajir,Wajir Community Dispensary,2022-09-01,0.2128,4386.6,68,41,0.3971,2022,Q3,0.6029,27
Wajir,Wajir Community Dispensary,2022-10-01,0.2128,4386.6,53,36,0.3208,2022,Q4,0.6792,17
Wajir,Wajir Community Dispensary,2022-11-01,0.2128,4386.6,73,51,0.3014,2022,Q4,0.6986,22
Wajir,Wajir Community Dispensary,2022-12-01,0.2128,4386.6,78,28,0.641,2022,Q4,0.359,50
Wajir,Wajir Community Dispensary,2023-01-01,0.2128,4386.6,77,32,0.5844,2023,Q1,0.4156,45
Wajir,Wajir Community Dispensary,2023-02-01,0.2128,4386.6,84,57,0.3214,2023,Q1,0.6786,27
Wajir,Wajir Community Dispensary,2023-03-01,0.2128,4386.6,66,45,0.3182,2023,Q1,0.6818,21
Wajir,Wajir Community Dispensary,2023-04-01,0.2128,4386.6,66,17,0.7424,2023,Q2,0.2576,49
Wajir,Wajir Community Dispensary,2023-05-01,0.2128,4386.6,82,30,0.6341,2023,Q2,0.3659,52
Wajir,Wajir Community Dispensary,2023-06-01,0.2128,4386.6,63,21,0.6667,2023,Q2,0.3333,42
Wajir,Wajir Community Dispensary,2023-07-01,0.2128,4386.6,68,28,0.5882,2023,Q3,0.4118,40
Wajir,Wajir Community Dispensary,2023-08-01,0.2128,4386.6,58,41,0.2931,2023,Q3,0.7069,17
Wajir,Wajir Community Dispensary,2023-09-01,0.2128,4386.6,62,33,0.4677,2023,Q3,0.5323,29
Wajir,Wajir Community Dispensary,2023-10-01,0.2128,4386.6,64,50,0.2188,2023,Q4,0.7812,14
Wajir,Wajir Community Dispensary,2023-11-01,0.2128,4386.6,71,54,0.2394,2023,Q4,0.7606,17
Wajir,Wajir Community Dispensary,2023-12-01,0.2128,4386.6,89,50,0.4382,2023,Q4,0.5618,39
Mandera,Mandera County Referral Hospital,2022-01-01,0.1226,1522.3,78,34,0.5641,2022,Q1,0.4359,44
Mandera,Mandera County Referral Hospital,2022-02-01,0.1226,1522.3,89,39,0.5618,2022,Q1,0.4382,50
Mandera,Mandera County Referral Hospital,2022-03-01,0.1226,1522.3,76,24,0.6842,2022,Q1,0.3158,52
Mandera,Mandera County Referral Hospital,2022-04-01,0.1226,1522.3,88,33,0.625,2022,Q2,0.375,55
Mandera,Mandera County Referral Hospital,2022-05-01,0.1226,1522.3,96,42,0.5625,2022,Q2,0.4375,54
Mandera,Mandera County Referral Hospital,2022-06-01,0.1226,1522.3,84,59,0.2976,2022,Q2,0.7024,25
Mandera,Mandera County Referral Hospital,2022-07-01,0.1226,1522.3,79,48,0.3924,2022,Q3,0.6076,31
Mandera,Mandera County Referral Hospital,2022-08-01,0.1226,1522.3,84,55,0.3452,2022,Q3,0.6548,29
Mandera,Mandera County Referral Hospital,2022-09-01,0.1226,1522.3,91,47,0.4835,2022,Q3,0.5165,44
Mandera,Mandera County Referral Hospital,2022-10-01,0.1226,1522.3,74,35,0.527,2022,Q4,0.473,39
Mandera,Mandera County Referral Hospital,2022-11-01,0.1226,1522.3,69,21,0.6957,2022,Q4,0.3043,48
Mandera,Mandera County Referral Hospital,2022-12-01,0.1226,1522.3,97,56,0.4227,2022,Q4,0.5773,41
Mandera,Mandera County Referral Hospital,2023-01-01,0.1226,1522.3,75,48,0.36,2023,Q1,0.64,27
Mandera,Mandera County Referral Hospital,2023-02-01,0.1226,1522.3,92,63,0.3152,2023,Q1,0.6848,29
Mandera,Mandera County Referral Hospital,2023-03-01,0.1226,1522.3,93,33,0.6452,2023,Q1,0.3548,60
Mandera,Mandera County Referral Hospital,2023-04-01,0.1226,1522.3,101,52,0.4851,2023,Q2,0.5149,49
Mandera,Mandera County Referral Hospital,2023-05-01,0.1226,1522.3,86,38,0.5581,2023,Q2,0.4419,48
Mandera,Mandera County Referral Hospital,2023-06-01,0.1226,1522.3,88,30,0.6591,2023,Q2,0.3409,58
Mandera,Mandera County Referral Hospital,2023-07-01,0.1226,1522.3,65,28,0.5692,2023,Q3,0.4308,37
Mandera,Mandera County Referral Hospital,2023-08-01,0.1226,1522.3,77,47,0.3896,2023,Q3,0.6104,30
Mandera,Mandera County Referral Hospital,2023-09-01,0.1226,1522.3,89,42,0.5281,2023,Q3,0.4719,47
Mandera,Mandera County Referral Hospital,2023-10-01,0.1226,1522.3,63,35,0.4444,2023,Q4,0.5556,28
Mandera,Mandera County Referral Hospital,2023-11-01,0.1226,1522.3,73,44,0.3973,2023,Q4,0.6027,29
Mandera,Mandera County Referral Hospital,2023-12-01,0.1226,1522.3,73,35,0.5205,2023,Q4,0.4795,38
Mandera,Mandera Sub-County Hospital,2022-01-01,0.1226,1522.3,79,31,0.6076,2022,Q1,0.3924,48
Mandera,Mandera Sub-County Hospital,2022-02-01,0.1226,1522.3,82,54,0.3415,2022,Q1,0.6585,28
Mandera,Mandera Sub-County Hospital,2022-03-01,0.1226,1522.3,85,56,0.3412,2022,Q1,0.6588,29
Mandera,Mandera Sub-County Hospital,2022-04-01,0.1226,1522.3,86,55,0.3605,2022,Q2,0.6395,31
Mandera,Mandera Sub-County Hospital,2022-05-01,0.1226,1522.3,74,51,0.3108,2022,Q2,0.6892,23
Mandera,Mandera Sub-County Hospital,2022-06-01,0.1226,1522.3,65,47,0.2769,2022,Q2,0.7231,18
Mandera,Mandera Sub-County Hospital,2022-07-01,0.1226,1522.3,62,47,0.2419,2022,Q3,0.7581,15
Mandera,Mandera Sub-County Hospital,2022-08-01,0.1226,1522.3,56,22,0.6071,2022,Q3,0.3929,34
Mandera,Mandera Sub-County Hospital,2022-09-01,0.1226,1522.3,68,42,0.3824,2022,Q3,0.6176,26
Mandera,Mandera Sub-County Hospital,2022-10-01,0.1226,1522.3,58,23,0.6034,2022,Q4,0.3966,35
Mandera,Mandera Sub-County Hospital,2022-11-01,0.1226,1522.3,61,25,0.5902,2022,Q4,0.4098,36
Mandera,Mandera Sub-County Hospital,2022-12-01,0.1226,1522.3,71,22,0.6901,2022,Q4,0.3099,49
Mandera,Mandera Sub-County Hospital,2023-01-01,0.1226,1522.3,66,26,0.6061,2023,Q1,0.3939,40
Mandera,Mandera Sub-County Hospital,2023-02-01,0.1226,1522.3,73,38,0.4795,2023,Q1,0.5205,35
Mandera,Mandera Sub-County Hospital,2023-03-01,0.1226,1522.3,71,54,0.2394,2023,Q1,0.7606,17
Mandera,Mandera Sub-County Hospital,2023-04-01,0.1226,1522.3,74,50,0.3243,2023,Q2,0.6757,24
Mandera,Mandera Sub-County Hospital,2023-05-01,0.1226,1522.3,81,57,0.2963,2023,Q2,0.7037,24
Mandera,Mandera Sub-County Hospital,2023-06-01,0.1226,1522.3,66,35,0.4697,2023,Q2,0.5303,31
Mandera,Mandera Sub-County Hospital,2023-07-01,0.1226,1522.3,82,58,0.2927,2023,Q3,0.7073,24
Mandera,Mandera Sub-County Hospital,2023-08-01,0.1226,1522.3,73,22,0.6986,2023,Q3,0.3014,51
Mandera,Mandera Sub-County Hospital,2023-09-01,0.1226,1522.3,60,28,0.5333,2023,Q3,0.4667,32
Mandera,Mandera Sub-County Hospital,2023-10-01,0.1226,1522.3,50,29,0.42,2023,Q4,0.58,21
Mandera,Mandera Sub-County Hospital,2023-11-01,0.1226,1522.3,61,38,0.377,2023,Q4,0.623,23
Mandera,Mandera Sub-County Hospital,2023-12-01,0.1226,1522.3,64,23,0.6406,2023,Q4,0.3594,41
Mandera,Mandera Health Centre A,2022-01-01,0.1226,1522.3,76,57,0.25,2022,Q1,0.75,19
Mandera,Mandera Health Centre A,2022-02-01,0.1226,1522.3,71,37,0.4789,2022,Q1,0.5211,34
Mandera,Mandera Health Centre A,2022-03-01,0.1226,1522.3,74,20,0.7297,2022,Q1,0.2703,54
Mandera,Mandera Health Centre A,2022-04-01,0.1226,1522.3,64,32,0.5,2022,Q2,0.5,32
Mandera,Mandera Health Centre A,2022-05-01,0.1226,1522.3,81,30,0.6296,2022,Q2,0.3704,51
Mandera,Mandera Health Centre A,2022-06-01,0.1226,1522.3,70,38,0.4571,2022,Q2,0.5429,32
Mandera,Mandera Health Centre A,2022-07-01,0.1226,1522.3,58,17,0.7069,2022,Q3,0.2931,41
Mandera,Mandera Health Centre A,2022-08-01,0.1226,1522.3,45,30,0.3333,2022,Q3,0.6667,15
Mandera,Mandera Health Centre A,2022-09-01,0.1226,1522.3,49,28,0.4286,2022,Q3,0.5714,21
Mandera,Mandera Health Centre A,2022-10-01,0.1226,1522.3,62,35,0.4355,2022,Q4,0.5645,27
Mandera,Mandera Health Centre A,2022-11-01,0.1226,1522.3,66,52,0.2121,2022,Q4,0.7879,14
